id,word,year,mean_weighted_sentiment
23601,οριζω,-550.0,-0.9811
23601,οριζω,-479.0,-0.9317700000000002
23601,οριζω,-450.0,-0.991
23601,οριζω,-353.0,-0.8321714285714286
23601,οριζω,-266.0,-0.9530307692307691
23601,οριζω,-155.0,-0.935825
23601,οριζω,-149.0,-0.99395
23601,οριζω,-50.0,-0.94240625
23601,οριζω,15.0,-0.9846
23601,οριζω,49.0,-0.9111
23601,οριζω,150.0,-0.9207750000000001
23601,οριζω,200.0,-0.8793620689655172
23601,οριζω,237.0,-0.9887
23601,οριζω,350.0,-0.9786
23601,οριζω,352.0,-0.9801249999999999
23601,οριζω,425.0,-0.939
23601,οριζω,490.0,-0.8531
23601,οριζω,530.0,-0.46754999999999997
23601,οριζω,550.0,-0.9461999999999999
23601,οριζω,950.0,-0.9794875000000001
