id,word,year,mean_weighted_sentiment
21489,μονας,-479.0,-0.5109
21489,μονας,-266.0,-0.008374999999999994
21489,μονας,-155.0,-0.9413
21489,μονας,-50.0,-0.94565
21489,μονας,15.0,0.9948
21489,μονας,90.0,-0.8273071428571429
21489,μονας,147.0,-0.9545
21489,μονας,150.0,-0.8671703703703704
21489,μονας,152.0,-0.9606666666666666
21489,μονας,172.0,-0.9661
21489,μονας,200.0,-0.9621500000000001
21489,μονας,219.0,-0.9679
21489,μονας,237.0,-0.9725
21489,μονας,249.0,-0.9682999999999999
21489,μονας,320.0,-0.6809624999999999
21489,μονας,352.0,0.8088
21489,μονας,448.0,-0.93102
21489,μονας,550.0,-0.7867466666666666
21489,μονας,950.0,-0.9824
21489,μονας,1150.0,-0.9062
