id,word,year,mean_weighted_sentiment
19375,λαω,-500.0,-0.9915
19375,λαω,-450.0,-0.9888
19375,λαω,-266.0,-0.6968204081632653
19375,λαω,-100.0,-0.9531
19375,λαω,-50.0,-0.8133490566037734
19375,λαω,49.0,-0.9692
19375,λαω,90.0,-0.9761
19375,λαω,147.0,0.013300000000000034
19375,λαω,150.0,-0.836425
19375,λαω,200.0,-0.9628
19375,λαω,249.0,-0.9708
19375,λαω,269.0,-0.9904
19375,λαω,320.0,-0.9322
19375,λαω,350.0,-0.9082
19375,λαω,425.0,-0.5010749999999999
19375,λαω,490.0,-0.873
19375,λαω,530.0,-0.8744
19375,λαω,950.0,-0.9798863636363635
