id,word,year,mean_weighted_sentiment
32354,τελειος,-479.0,-0.9008
32354,τελειος,-387.0,-0.985
32354,τελειος,-353.0,-0.5908
32354,τελειος,-266.0,0.8085
32354,τελειος,-155.0,-0.9023
32354,τελειος,-50.0,-0.95755625
32354,τελειος,15.0,-0.9656
32354,τελειος,127.0,-0.9897
32354,τελειος,147.0,-0.95695
32354,τελειος,150.0,-0.9571
32354,τελειος,200.0,-0.96145
32354,τελειος,205.0,-0.984
32354,τελειος,237.0,-0.9543999999999999
32354,τελειος,311.0,-0.9244
32354,τελειος,350.0,-0.91945
32354,τελειος,425.0,-0.9203999999999999
32354,τελειος,448.0,-0.931425
32354,τελειος,490.0,-0.8497
32354,τελειος,550.0,-0.7371285714285715
32354,τελειος,950.0,-0.666
32354,τελειος,1127.0,-0.9487
