id,word,year,mean_weighted_sentiment
21571,μορεω,-479.0,-0.96235
21571,μορεω,-353.0,-0.9015309523809524
21571,μορεω,-266.0,-0.9611
21571,μορεω,-155.0,-0.9823000000000001
21571,μορεω,-50.0,-0.9443583333333333
21571,μορεω,-34.0,-0.97095
21571,μορεω,90.0,-0.940525
21571,μορεω,147.0,-0.9532
21571,μορεω,150.0,-0.9372666666666668
21571,μορεω,172.0,-0.98916
21571,μορεω,200.0,-0.9446199999999999
21571,μορεω,237.0,-0.971
21571,μορεω,249.0,-0.8503
21571,μορεω,352.0,-0.9565
21571,μορεω,425.0,-0.9355666666666665
21571,μορεω,530.0,-0.9489
21571,μορεω,550.0,-0.94415
21571,μορεω,950.0,-0.9740800000000001
21571,μορεω,1150.0,-0.95678
