id,word,year,mean_weighted_sentiment
15221,θεωρεω,-550.0,-0.9706
15221,θεωρεω,-490.0,-0.9916
15221,θεωρεω,-479.0,-0.9434
15221,θεωρεω,-353.0,-0.9665
15221,θεωρεω,-266.0,-0.986675
15221,θεωρεω,-249.0,-0.8859
15221,θεωρεω,-50.0,-0.9293333333333335
15221,θεωρεω,147.0,-0.8481
15221,θεωρεω,200.0,-0.9553
15221,θεωρεω,237.0,-0.9413
15221,θεωρεω,320.0,-0.872
15221,θεωρεω,383.0,-0.6735
15221,θεωρεω,448.0,-0.9449333333333333
15221,θεωρεω,530.0,-0.9649
15221,θεωρεω,550.0,-0.948125
15221,θεωρεω,950.0,-0.9316
