id,word,year,mean_weighted_sentiment
30774,συμβαινω,-479.0,-0.94065
30774,συμβαινω,-415.0,-0.98
30774,συμβαινω,-387.0,-0.9904
30774,συμβαινω,-353.0,-0.9262900000000001
30774,συμβαινω,-266.0,-0.977
30774,συμβαινω,-50.0,-0.9324466666666666
30774,συμβαινω,15.0,-0.92215
30774,συμβαινω,49.0,-0.8535
30774,συμβαινω,127.0,-0.9229666666666666
30774,συμβαινω,147.0,-0.944
30774,συμβαινω,150.0,-0.9305
30774,συμβαινω,182.0,-0.9109
30774,συμβαινω,200.0,-0.9556409090909089
30774,συμβαινω,237.0,-0.90805
30774,συμβαινω,352.0,-0.94825
30774,συμβαινω,383.0,-0.9200250000000002
30774,συμβαινω,425.0,-0.9567
30774,συμβαινω,490.0,-0.91645
30774,συμβαινω,530.0,-0.97725
30774,συμβαινω,550.0,-0.957016
30774,συμβαινω,1118.0,-0.94675
