id,word,year,mean_weighted_sentiment
13130,ερετης,-550.0,0.9754
13130,ερετης,-479.0,-0.8953
13130,ερετης,-387.0,-0.9784250000000001
13130,ερετης,-353.0,-0.929265625
13130,ερετης,-266.0,-0.8761
13130,ερετης,-50.0,-0.8972441176470588
13130,ερετης,15.0,-0.8679
13130,ερετης,150.0,-0.717774193548387
13130,ερετης,200.0,-0.8822999999999998
13130,ερετης,237.0,-0.9393666666666668
13130,ερετης,269.0,-0.9829
13130,ερετης,299.0,-0.9134
13130,ερετης,311.0,-0.7210249999999999
13130,ερετης,352.0,0.8115
13130,ερετης,425.0,-0.9435
13130,ερετης,448.0,-0.9452
13130,ερετης,950.0,-0.85358125
13130,ερετης,1127.0,-0.55685
